ground_truth,PIPLUP_no_merge,PIPLUP,count
"<*> ksfetch[<*>] [lvl=<*>] -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=<*> Code=<*> <*>"" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*>"" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","<*> ksfetch[<*>] [lvl=<*>] -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}","<*> ksfetch[<*>] [lvl=<*>] -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",4
Saved wakeups_resource.diag report for <*> version <*> (<*>) to <*>,Saved wakeups_resource.diag report for <*> version <*> (<*>) to <*>,Saved wakeups_resource.diag report for <*> version <*> (<*>) to <*>,4
"[<*>] HTTPRequest figHttpRequestDidFailCallback: Network error: domain=<*>, code=<*>, Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>} for <*>","[<*>] HTTPRequest figHttpRequestDidFailCallback: Network error: domain=<*>, code=-<*>, Error Domain=<*> Code=-<*> ""?????????????"" UserInfo={NSErrorFailingURLStringKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, NSErrorFailingURLKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=?????????????} for http:<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video","[<*>] HTTPRequest figHttpRequestDidFailCallback: Network error: domain=<*>, code=-<*>, Error Domain=<*> Code=-<*> ""?????????????"" UserInfo={NSErrorFailingURLStringKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, NSErrorFailingURLKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=?????????????} for http:<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video",4
[<*>] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,[<*>] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,[<*>] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,4
network changed,network changed,network changed,4
Could not signal service <*>: <*>: Could not find specified service,Could not signal service <*>: <*>: Could not find specified service,Could not signal service <*>: <*>: Could not find specified service,4
Could not find access page in directory <*>,Could not find access page in directory <*>,Could not find access page in directory <*>,4
"int32_t CFPasteboardSetData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, CFDataRef, CFOptionFlags) : Lock timeout","int32_t CFPasteboardSetData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, CFDataRef, CFOptionFlags) : Lock timeout","int32_t CFPasteboardSetData(CFPasteboardRef, CFIndex, CFIndex, CFStringRef, CFDataRef, CFOptionFlags) : Lock timeout",4
[<*>] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>],[<*>] [Account xpc_ben@<*>@https:<*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>],[<*>] [Account xpc_ben@<*>@https:<*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>],4
Finder(<*>) System Policy: deny file-write-create <*>,Finder(<*>) System Policy: deny file-write-create <*>,Finder(<*>) System Policy: deny file-write-create <*>,4
*** Break on _NSLockError() to debug.,*** Break on _NSLockError() to debug.,*** Break on _NSLockError() to debug.,3
[<*>] <<< CFByteFlume >>> FigCFHTTPCopyBandwidthInfo: <*> dead connection? returning <*> for bandwidth and clearing history,[<*>] <<< CFByteFlume >>> FigCFHTTPCopyBandwidthInfo: [<*>] <*> connection? returning <*> for bandwidth and clearing history,[<*>] <<< CFByteFlume >>> FigCFHTTPCopyBandwidthInfo: [<*>] <*> connection? returning <*> for bandwidth and clearing history,3
[<*>] CMSampleBufferCallForEachSample signalled err=<*> (<*>) ([aborting loop early due to error from callback]) at <*> line <*>,[<*>] CMSampleBufferCallForEachSample signalled err=<*> (err) ([aborting loop early due to error from callback]) at <*> line <*>,[<*>] CMSampleBufferCallForEachSample signalled err=<*> (err) ([aborting loop early due to error from callback]) at <*> line <*>,3
"<*> [LogMessageLogging]: [<*>] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","<*>, <*> [LogMessageLogging]: [aid-types_14000] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}","<*>, <*> [LogMessageLogging]: [aid-types_14000] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",3
.sdef warning for argument <*> of command <*> in suite <*>: <*> is not a valid type name.,.sdef warning for argument '' of command <*> in suite '<*> Suite': <*> is not a valid type name.,.sdef warning for argument <*> of command <*> is not a valid type name.,3
*** -[NSRecursiveLock unlock]: lock <*> unlocked when not locked,*** -[NSRecursiveLock unlock]: lock (<NSRecursiveLock: <*> '<*>') unlocked when not locked,*** -[NSRecursiveLock unlock]: lock (<NSRecursiveLock: <*> '<*>') unlocked when not locked,3
"PBRequester failed with Error Error Domain=<*> Code=<*> <*>"" <*> {Error Domain=<*> Code=<*> <*>"" <*> _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, <*> _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","PBRequester failed with Error Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}","PBRequester failed with Error Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}",3
StopHardwareStream,StopHardwareStream,StopHardwareStream,3
"tcp_connection_get_statistics called with <*> connection, dumping backtrace:","tcp_connection_get_statistics called with null connection, dumping backtrace:","tcp_connection_get_statistics called with null connection, dumping backtrace:",3
"PBRequester failed with Error Error Domain=<*> Code=<*> <*>"" <*> {Error Domain=<*> Code=<*> <*>"" <*> _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, <*> _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","PBRequester failed with Error Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> network connection was lost.}","PBRequester failed with Error Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> network connection was lost.}",3
Using ticket store: <KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*>,Using ticket store: <KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*>,Using ticket store: <KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*>,3
Performing context menu action,Performing context menu action,Performing context menu action,3
failed to copy buffer for AID: <*> PID: <*>,failed to copy buffer for AID: <*> PID: <*>,failed to copy buffer for AID: <*> PID: <*>,3
"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller <*>] Error Domain=<*> Code=<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://xpcben%40gmail.com@<*>%40gmail.com/] Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> network connection was lost.}","[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://xpcben%40gmail.com@<*>%40gmail.com/] Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> network connection was lost.}",3
QLStephen: Could not determine attribtues of file <*>,QLStephen: Could not determine attribtues of file file:<*>,QLStephen: Could not determine attribtues of file file:<*>,3
ERROR | -[LWBuiltInScreenLockAuthLion <*> | Attempted to add an observer when already observing,ERROR | -[LWBuiltInScreenLockAuthLion askForPasswordBuiltIn:] | Attempted to add an observer when already observing,ERROR | -[LWBuiltInScreenLockAuthLion askForPasswordBuiltIn:] | Attempted to add an observer when already observing,3
"handle_will_sleep_auth_and_shield_windows: Ordering out authw <*>(<*>), shield <*>(<*>) (lock state: <*>)","handle_will_sleep_auth_and_shield_windows: Ordering out authw <*>), shield <*>) (lock state: <*>)","handle_will_sleep_auth_and_shield_windows: Ordering out authw <*>), shield <*>) (lock state: <*>)",3
AppleCamIn::power_off_hardware,AppleCamIn::power_off_hardware,AppleCamIn::power_off_hardware,3
[bootp_transmit.c:<*>] bootp_transmit(): bpf_write(<*>) failed: <*> (<*>),[bootp_transmit.c:<*>] bootp_transmit(): bpf_write(en0) failed: Network is down (<*>),[bootp_transmit.c:<*>] bootp_transmit(): bpf_write(en0) failed: Network is down (<*>),3
"[CardDAVPlugin-ERROR] -_handleAddsOrModifies:<*> Error Domain=<*> Code=<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","[CardDAVPlugin-ERROR] -_handleAddsOrModifies:https://xpc_ben%<*> Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}","[CardDAVPlugin-ERROR] -_handleAddsOrModifies:https://xpc_ben%<*> Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",3
[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation :: <*> refresh failed],[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation :: inbox refresh failed],[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation :: inbox refresh failed],3
<*>(<*>) deny ipc-posix-sem SandboxingDetectionTest,<*>) deny ipc-posix-sem SandboxingDetectionTest,<*>) deny ipc-posix-sem SandboxingDetectionTest,3
realpath() returned <*> for <*>,realpath() returned NULL for <*>,realpath() returned NULL for <*>,3
Service exited due to signal: Killed: <*>,Service exited due to signal: Killed: <*>,Service exited due to signal: Killed: <*>,3
Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,3
"CoreText: *** Unmapped <*> <CTFont: <*>{name = <*> size = <*> matrix = <*> descriptor = <CTFontDescriptor: <*>{attributes = <CFBasicHash <*> [<*>]>{type = <*> count = <*>,","CoreText: *** Unmapped ""\u1000\u1064\u102C"" <CTFont: <*>{name = <*>-Bold, size = <*> matrix = <*> descriptor = <CTFontDescriptor: <*>{attributes = <CFBasicHash <*> [<*>]>{type = <*> dict, count = <*>,","CoreText: *** Unmapped ""\u1000\u1064\u102C"" <CTFont: <*>{name = <*>-Bold, size = <*> matrix = <*> descriptor = <CTFontDescriptor: <*>{attributes = <CFBasicHash <*> [<*>]>{type = <*> dict, count = <*>,",3
CoreAnimation: failed to receive fence reply: <*>,CoreAnimation: failed to receive fence reply: <*>,CoreAnimation: failed to receive fence reply: <*>,3
